UniqueID,Country_of_Residence
French_2323,france
French_2328,france
French_2335,france
French_2337,france
French_2343,france
French_2346,france
French_2350,france
French_2351,france
French_2370,france
French_2373,gabon
French_2379,france
French_2387,france
French_2398,usa
French_2409,france
French_2413,france
French_2423,france
French_2425,france
French_2432,france
French_2434,france
French_2439,états-unis d'amérique
French_2443,france
French_2448,france
French_2449,france
French_2454,france
French_2455,france
French_2460,france
French_2464,france
French_2470,france
French_2473,france
French_2476,france
French_2485,france
French_2493,france
French_2498,france
French_2504,france
French_2507,france
French_2524,france
French_2525,belgium
French_2526,france
French_2531,france
French_2533,france
French_2535,france
French_2536,france
French_2539,france
French_2544,france
French_2545,france
French_2548,france
French_2553,france
French_2555,france
French_2559,france
French_2566,france
French_2568,france
French_2570,france
French_2573,switzerland
French_2576,france
French_2577,france
French_2581,france
French_2590,france
French_2593,france
French_2601,france
French_2609,france
French_2612,italy
French_2614,switzerland
French_2628,france
French_2635,france
French_2637,france
French_2641,france
French_2642,france
French_2644,france
French_2651,france
French_2652,france
French_2672,france
French_2673,france
French_2674,france
French_2678,france
French_2682,france
French_2688,france
French_2706,france
French_2710,france
French_2711,france
French_2715,france
French_2717,france
French_2722,france
French_2723,france
French_2725,france
French_2744,france
French_2746,france
French_2747,france
French_2748,france
French_2755,france
French_2757,france
French_2772,germany
French_2776,france
French_2777,france
French_2782,france
French_2788,switzerland
French_2792,france
French_2793,france
French_2797,france
French_2801,france
French_2803,france
French_2804,france
French_2806,france
French_2807,france
French_2818,france
French_2824,france
French_2826,france
French_2831,france
French_2841,france
French_2846,france
French_2853,france
French_2856,france
French_2862,france
French_2863,france
French_2866,france
French_2868,france
French_2869,france
French_2870,france
French_2881,france
French_2883,france
French_2885,france
French_2888,france
French_2890,france
French_2891,canada
French_2933,france
French_2934,france
French_2937,france
French_2951,france
French_2953,france
French_2960,france
French_2961,france
French_2971,france
French_2974,france
French_2977,france
French_2978,france
French_2979,france
French_2984,france
French_2986,france
French_2992,france
French_2993,france
French_2994,france
French_2999,france
French_3002,france
French_3004,france
French_3018,france
French_3028,france
French_3029,france
French_3037,france
French_3038,france
French_3039,france
French_3042,france
French_3047,france
French_3051,france
French_3057,france
French_3059,france
French_3065,austria
French_3071,france
French_3078,france
French_3080,france
French_3083,france
French_3087,france
French_3091,france
French_3092,france
French_3096,canada
French_3105,france
French_3108,france
French_3110,france
French_3111,france
French_3114,france
French_3117,france
French_3122,france
French_3130,france
French_3131,france
French_3134,france
French_3137,france
French_3147,switzerland
French_3155,france
French_3162,france
French_3163,france
French_3166,france
French_3167,france
French_3168,france
French_3172,france
French_3173,france
French_3175,france
French_3177,france
French_3181,france
French_3187,france
French_3189,france
French_3193,spain
French_3196,france
French_3202,france
French_3206,france
French_3213,france
French_3215,france
French_3219,france
French_3221,france
French_3229,france
French_3232,france
French_3239,france
French_3241,france
French_3254,france
French_3255,france
French_3259,france
French_3266,france
French_3267,france
French_3276,france
French_3278,france
French_3283,france
French_3302,france
French_3311,france
French_3315,france
French_3317,france
French_3326,belgium
French_3337,france
French_3344,france
French_3348,france
French_3349,france
French_3356,france
French_3358,france
French_3361,france
French_3363,france
French_3365,france
French_3367,france
French_3373,france
French_3379,france
French_3382,france
French_3388,france
French_3400,france
French_3402,france
French_3424,france
French_3425,france
French_3428,france
French_3433,france
French_3435,france
French_3442,france
French_3446,france
French_3448,france
French_3451,france
French_3452,france
French_3457,france
French_3458,france
French_3461,france
French_3462,france
French_3474,france
French_3482,france
French_3483,france
French_3488,usa
French_3495,france
French_3497,france
French_3504,france
French_3507,belgium
French_3520,switzerland
French_3531,canada
French_3537,france
French_3541,france
French_3550,france
French_3552,france
French_3554,france
French_3558,france
French_3571,france
French_3572,france
French_3576,belgium
French_3586,france
French_3591,grave
French_3597,france
French_3614,france
French_3628,france
French_3635,france
French_3637,france
French_3638,france
French_3643,france
French_3647,france
French_3649,france
French_3651,france
French_3655,france
French_3656,france
French_3658,france
French_3662,france
French_3666,france
French_3672,france
French_3679,france
French_3681,france
French_3682,france
French_3685,france
French_3690,france
French_3691,france
French_3692,france
French_3698,belgium
French_3705,france
French_3710,france
French_3717,france
French_3720,france
French_3721,france
French_3723,france
French_3725,france
French_3728,france
French_3730,france
French_3733,france
French_3738,france
French_3740,france
French_3741,france
French_3744,france
French_3746,france
French_3753,france
French_3754,france
French_3756,france
French_3761,france
French_3762,france
French_3767,france
French_3768,france
French_3778,france
French_3779,canada
French_3780,france
French_3781,france
French_3796,france
French_3800,france
French_3802,france
French_3805,france
French_3806,france
French_3809,france
French_3810,france
French_3819,france
French_3831,spain
French_3834,france
French_3838,france
French_3840,france
French_3845,france
French_3846,switzerland
French_3848,france
French_3849,france
French_3851,france
French_3854,france
French_3856,france
French_3858,france
French_3862,france
French_3869,france
French_3875,france
French_3886,guadeloupe
French_3900,france
French_3904,brésil
French_3913,france
French_3915,france
French_3921,france
French_3922,france
French_3923,australie
French_3925,arabie saoudite
French_3926,france
French_3929,france
French_3934,france
French_3942,france
French_3944,france
French_3948,france
French_3951,france
French_3965,france
French_3974,belgium
French_3986,france
French_3987,france
French_3988,france
French_3989,france
French_3990,bresil
French_3993,france
French_4001,france
French_4017,france
French_4023,france
French_4024,france
French_4025,france
French_4026,france
French_4029,france
French_4031,france
French_4041,france
French_4044,france
French_4053,france
French_4058,france
French_4069,france
French_4074,france
French_4075,france
French_4076,france
French_4080,france
French_4082,france
French_4087,france
French_4088,france
French_4092,france
French_4096,france
French_4106,france
French_4116,france
French_4117,france
French_4131,france
French_4133,france
French_4139,france
French_4140,france
French_4143,france
French_4145,france
French_4150,france
French_4154,france
French_4175,france
French_4181,france
French_4188,france
French_4189,france
French_4193,france
French_4196,france
French_4200,france
French_4207,france
French_4210,belgium
French_4224,france
French_4229,spain
French_4234,france
French_4244,france
French_4247,france
French_4263,france
French_4270,france
French_4274,france
French_4277,france
French_4282,belgium
French_4284,france
French_4290,france
French_4295,france
French_4296,france
French_4298,france
French_4302,france
French_4304,france
French_4306,france
French_4309,france
French_4320,france
French_4323,france
French_4327,france
French_4329,france
French_4334,france
French_4335,france
French_4337,switzerland
French_4344,france
French_4354,france
French_4355,france
French_4363,france
French_4371,denmark
French_4373,france
French_4375,france
French_4384,france
French_4394,france
French_4395,france
French_4399,france
French_4402,france
French_4411,france
French_4413,france
French_4415,france
French_4420,belgium
French_4425,france
French_4430,france
French_4432,france
French_4434,france
French_4448,france
French_4462,les pays bas
French_4479,france
French_4482,switzerland
French_4487,france
French_4490,france
French_4496,france
French_4511,france
French_4513,france
French_4516,france
French_4517,france
French_4519,france
French_4524,france
French_4525,france
French_4529,france
French_4530,france
French_4531,france
French_4534,france
French_4541,france
French_4543,france
French_4544,france
French_4547,france
French_4550,france
French_4553,france
French_4556,france
French_4559,france
French_4560,france
French_4566,france
French_4569,france
French_4572,france
French_4575,france
French_4586,france
French_4589,france
French_4594,france
French_4598,france
French_4601,france
French_4604,france
French_4606,france
French_4608,france
French_4620,france
French_4628,france
French_4637,switzerland
French_4640,france
French_4659,france
French_4660,france
French_4662,france
French_4664,france
French_4668,france
French_4674,france
French_4684,france
French_4697,france
French_4716,france
French_4749,uk
French_4754,france
French_4756,france
French_4759,france
French_4773,france
French_4776,france
French_4793,france
French_4795,france
French_4806,france
French_4807,france
French_4814,france
French_4826,france
French_4830,france
French_4840,france
French_4851,canada
French_4860,france
French_4861,france
French_4884,france
French_4888,france
French_4903,france
French_4904,france
French_4905,france
French_4907,france
French_4910,france
French_4911,france
French_4918,france
French_4922,france
French_4932,mali
French_4939,france
French_4941,france
French_4943,france
French_4950,canada
French_4952,france
French_4954,france
French_4955,france
French_4960,france
French_4965,france
French_4970,france
French_4980,france
French_4981,france
French_4993,france
French_4994,france
French_4995,france
French_4997,france
French_5001,canada
French_5003,france
French_5013,mali
French_5018,france
French_5020,états-unis
French_5029,france
French_5045,france
French_5055,france
French_5061,france
French_5073,france
French_5076,france
French_5092,france
French_5097,france
French_5100,france
French_5109,france
French_5115,france
French_5116,france
French_5122,france
French_5123,france
French_5129,france
French_5131,france
French_5137,france
French_5141,france
French_5146,france
French_5158,france
French_5160,france
French_5166,france
French_5171,france
French_5175,france
French_5179,france
French_5183,france
French_5189,france
French_5206,france
French_5207,france
French_5211,france
French_5224,france
French_5228,france
French_5229,france
French_5230,france
French_5233,france
French_5237,france
French_5246,france
French_5257,france
French_5258,france
French_5263,france
French_5264,france
French_5266,france
French_5271,france
French_5275,france
French_5278,france
French_5282,france
French_5287,france
French_5290,france
French_5292,france
French_5299,france
French_5301,france
French_5303,france
French_5306,uk
French_5308,france
French_5309,france
French_5316,france
French_5317,france
French_5319,france
French_5325,france
French_5336,france
French_5356,france
French_5357,france
French_5363,france
French_5364,france
French_5366,france
French_5370,france
French_5375,france
French_5378,switzerland
French_5379,france
French_5380,france
French_5382,france
French_5385,france
French_5386,france
French_5390,france
French_5391,france
French_5404,france
French_5405,france
French_5408,france
French_5416,france
French_5426,france
French_5436,france
French_5440,france
French_5441,france
French_5455,france
French_5457,france
French_5469,france
French_5471,uk
French_5472,france
French_5475,france
French_5485,france
French_5487,france
French_5496,france
French_5501,france
French_5502,france
French_5508,france
French_5509,france
French_5523,france
French_5547,france
French_5552,canada
French_5557,france
French_5560,france
French_5563,france
French_5584,france
French_5588,france
French_5593,france
French_5594,france
French_5599,belgium
French_5602,france
French_5603,france
French_5609,belgium
French_5618,france
French_5623,france
French_5627,france
French_5638,france
French_5643,france
French_5644,france
French_5645,france
French_5650,france
French_5652,france
French_5666,france
French_5667,france
French_5671,france
French_5681,france
French_5684,france
French_5686,france
French_5690,france
French_5692,france
French_5706,france
French_5714,france
French_5716,france
French_5721,france
French_5725,france
French_5729,france
French_5737,france
French_5740,france
French_5756,france
French_5763,france
French_5766,france
French_5772,france
French_5776,france
French_5782,france
French_5789,france
French_5792,france
French_5794,france
French_5799,france
French_5810,france
French_5814,france
French_5817,france
French_5822,france
French_5831,france
French_5841,france
French_5847,france
French_5848,france
French_5861,spain
French_5863,france
French_5865,france
French_5877,france
French_5880,france
French_5882,france
French_5908,france
French_5931,france
French_5943,france
French_5948,france
French_5950,france
French_5954,france
French_5970,france
French_5988,france
French_6035,france
French_6057,france
French_6081,france
French_6121,france
French_6125,france
French_6138,france
French_6140,france
French_6142,france
French_6148,france
French_6157,france
French_6184,france
French_6201,france
French_6207,france
French_6222,france
French_6246,france
French_6322,france
French_6347,france
French_6396,france
French_6403,france
French_6419,france
French_6432,france
French_6467,france
French_6488,france
French_6514,france
French_6540,france
French_6601,switzerland
French_6611,france
French_6614,france
French_6615,france
French_6634,france
French_6637,france
French_6640,france
French_6656,france
French_6723,france
French_6749,belgium
French_6788,france
French_6790,france
French_6794,france
French_6797,france
French_6799,france
French_6817,france
French_6820,france
French_6825,france
French_6830,belgium
French_6836,luxembourg
French_6839,france
French_6848,france
French_6863,france
French_6865,usa
French_6870,france
French_6873,france
French_6888,belgium
French_6892,france
French_6906,france
French_6910,france
French_6912,france
French_6917,france
French_6925,canada
French_6928,usa
French_6940,france
French_6941,france
French_6944,france
French_6950,france
French_6954,france
French_6961,france
French_6963,france
French_6974,france
French_6977,france
French_6982,france
French_6987,france
French_6991,france
French_6992,france
French_7001,france
French_7003,france
French_7008,france
French_7020,belgium
French_7026,france
French_7038,france
French_7040,france
French_7048,france
French_7053,france
French_7060,france
French_7062,france
French_7064,switzerland
French_7067,france
French_7069,france
French_7076,france
French_7087,france
French_7096,france
French_7100,france
French_7101,france
French_7103,switzerland
French_7107,france
French_7112,france
French_7116,france
French_7117,france
French_7121,france
French_7123,france
French_7125,switzerland
French_7128,france
French_7130,france
French_7131,france
French_7132,france
French_7133,france
French_7139,france
French_7146,france
French_7169,france
French_7171,canada
French_7177,france
French_7184,france
French_7188,tunisie
French_7189,france
French_7190,france
French_7197,france
French_7207,france
French_7209,france
French_7217,france
French_7220,france
French_7221,france
French_7227,france
French_7229,france
French_7236,france
French_7249,switzerland
French_7261,france
French_7272,france
French_7277,france
French_7280,france
French_7286,france
French_7291,france
French_7297,france
French_7305,france
French_7306,france
French_7310,france
French_7313,france
French_7315,france
French_7323,france
French_7325,france
French_7334,france
French_7337,france
French_7361,france
French_7387,france
French_7388,france
French_7389,canada
French_7391,france
French_7394,france
French_7413,france
French_7415,belgium
French_7426,france
French_7430,france
French_7433,france
French_7437,france
French_7439,france
French_7440,france
French_7444,france
French_7449,belgium
French_7465,france
French_7466,france
French_7472,france
French_7473,france
French_7479,france
French_7481,france
French_7487,france
French_7499,france
French_7502,france
French_7511,canada
French_7521,france
French_7547,france
French_7550,france
French_7557,france
French_7564,france
French_7568,france
French_7569,france
French_7580,france
French_7581,france
French_7586,france
French_7589,belgium
French_7593,france
French_7601,france
French_7616,france
French_7617,france
French_7623,france
French_7639,belgium
French_7644,france
French_7654,france
French_7658,france
French_7664,france
French_7670,france
French_7685,france
French_7692,france
French_7701,france
French_7703,france
French_7708,belgium
French_7710,france
French_7715,france
French_7729,france
French_7741,france
French_7743,france
French_7760,france
French_7765,france
French_7766,france
French_7770,france
French_7776,france
French_7777,france
French_7783,france
French_7784,france
French_7786,france
French_7798,france
French_7801,france
French_7809,france
French_7813,france
French_7814,switzerland
French_7821,switzerland
French_7830,france
French_7831,france
French_7838,france
French_7839,france
French_7844,france
French_7849,canada
French_7859,switzerland
French_7863,france
French_7864,france
French_7878,france
French_7880,france
French_7890,france
French_7892,france
French_7902,france
French_7903,france
French_7904,italy
French_7905,france
French_7909,france
French_7911,france
French_7923,france
French_7934,italy
French_7940,france
French_7950,tunisie
French_7959,canada
French_7991,canada
French_7993,france
French_7999,belgium
French_8012,france
French_8020,france
French_8026,france
French_8033,france
French_8036,france
French_8043,france
French_8048,france
French_8050,switzerland
French_8057,switzerland
French_8068,france
French_8104,switzerland
French_8107,switzerland
French_8110,switzerland
French_8131,switzerland
French_8133,switzerland
French_8164,france
French_8171,france
French_8177,france
French_8185,france
French_8187,france
French_8210,france
French_8220,switzerland
French_8234,france
French_8243,france
French_8258,france
French_8268,algeria
French_8270,france
French_8293,france
French_8301,belgium
French_8316,france
French_8320,france
French_8325,canada
French_8326,france
French_8332,canada
French_8345,france
French_8359,france
French_8362,canada
French_8371,switzerland
French_8373,france
French_8385,france
French_8406,france
French_8409,france
French_8418,france
French_8443,belgium
French_8444,france
French_8450,france
French_8451,canada
French_8452,france
French_8459,france
French_8471,france
French_8479,canada
French_8482,france
French_8483,switzerland
French_8484,france
French_8505,france
French_8519,france
French_8533,france
French_8549,france
French_8551,france
French_8605,france
French_8621,france
French_8622,france
French_8631,france
French_8633,france
French_8634,france
Greek_60,ελλάς
Greek_168,ελλαδα
Greek_230,germany
Greek_235,ελλάδα
Greek_243,ελλαδα
Greek_259,ελλάδα
Greek_264,σουηδία
Greek_266,ελλάδα
Greek_286,ελλαδα
Greek_325,αθηνα
Greek_350,φινλανδία
Greek_388,ελλαδα
Greek_394,γερμανια
Greek_406,ελλαδα
Greek_415,ελλάδα
Hebrew_32,ישראל
Hebrew_64,ישראל
Hebrew_70,ישראל
Hebrew_97,ישראל
Hebrew_102,ישראל
Hebrew_119,ישראל
Hebrew_141,ישראל
Italian1_16,france
Italian1_39,italy
Italian1_52,italy
Italian1_110,italy
Italian1_135,italy
Italian1_143,italy
Italian1_169,italy
Italian1_191,italy
Italian1_198,italy
Italian1_203,italy
Italian1_222,italy
Italian1_233,italy
Italian1_239,italy
Italian1_243,italy
Italian1_249,italy
Italian1_273,italy
Italian1_286,italy
Italian1_291,italy
Italian1_307,italy
Italian1_308,italy
Italian1_312,italy
Italian1_317,italy
Italian1_325,italy
Italian1_336,italy
Italian1_339,italy
Italian1_342,italy
Italian1_343,italy
Italian1_345,italy
Italian1_360,italy
Italian1_376,italy
Italian1_390,italy
Italian1_391,uk
Italian1_413,italy
Italian1_423,italy
Italian1_427,italy
Italian1_431,italy
Italian1_521,france
Italian1_579,italy
Italian1_619,italy
Italian1_620,veneto
Italian1_625,italy
Italian1_626,italy
Italian1_684,italy
Italian1_706,italy
Italian1_711,belgium
Italian1_718,italy
Italian1_722,uk
Italian1_727,france
Italian1_731,italy
Italian1_737,italy
Italian1_742,italy
Italian1_743,switzerland
Italian1_768,italy
Italian1_770,italy
Italian1_779,france
Italian1_797,milano
Italian1_810,switzerland
Italian1_825,bucchianico
Italian1_826,italy
Italian1_828,italy
Italian1_837,italy
Italian1_847,spain
Italian1_854,italy
Italian1_869,italy
Italian1_870,italy
Italian1_876,italy
Italian1_877,italy
Italian1_922,italy
Italian1_928,italy
Italian1_943,italy
Italian1_947,italy
Italian1_959,italy
Italian1_961,italy
Italian1_967,italy
Italian1_968,italy
Italian1_970,italy
Italian1_998,parma
Italian1_1002,italy
Italian1_1003,italy
Italian1_1004,italy
Italian1_1005,italy
Italian1_1007,ireland
Italian1_1015,italy
Italian1_1021,italy
Italian1_1023,italy
Italian1_1029,italy
Italian1_1032,spain
Italian1_1038,italy
Italian1_1039,uk
Italian1_1057,italy
Italian1_1059,italy
Italian1_1076,italy
Italian1_1107,italy
Italian1_1108,italy
Italian1_1113,italy
Italian1_1147,italy
Italian1_1159,germany
Italian1_1162,italy
Italian1_1164,italy
Italian1_1167,italy
Italian1_1208,italy
Italian1_1210,italy
Italian1_1225,italy
Italian1_1233,italy
Italian1_1234,italy
Italian1_1250,italy
Italian1_1259,italy
Italian1_1263,italy
Italian1_1281,switzerland
Italian1_1286,italy
Italian1_1305,italy
Italian1_1326,italy
Italian1_1329,italy
Italian1_1336,france
Italian1_1344,italy
Italian1_1362,italy
Italian1_1371,italy
Italian1_1374,italy
Italian1_1376,italy
Italian1_1382,italy
Italian1_1385,italy
Italian1_1390,italy
Italian1_1393,italy
Italian1_1404,italy
Italian1_1416,italy
Italian1_1428,italy
Italian1_1441,switzerland
Italian1_1443,italy
Italian1_1444,germany
Italian1_1448,italy
Italian1_1450,italy
Italian1_1462,italy
Italian1_1463,italy
Italian1_1466,italy
Italian1_1472,italy
Italian1_1479,italy
Italian1_1487,italy
Italian1_1516,italy
Italian1_1533,italy
Italian1_1538,italy
Italian1_1539,italy
Italian1_1571,italy
Italian1_1585,italy
Italian1_1586,italy
Italian1_1589,italy
Italian1_1593,italy
Italian1_1594,italy
Italian1_1604,italy
Italian1_1605,italy
Italian1_1614,italy
Italian1_1624,italy
Italian1_1637,italy
Italian1_1646,italy
Italian1_1650,italy
Italian1_1652,italy
Italian1_1660,italy
Italian1_1661,italy
Italian1_1672,italy
Italian1_1673,italy
Italian1_1674,italy
Italian1_1696,italy
Italian1_1705,italy
Italian1_1710,italy
Italian1_1720,italy
Italian1_1721,italy
Italian1_1729,italy
Italian1_1745,italy
Italian1_1752,italy
Italian1_1754,italy
Italian1_1765,switzerland
Italian1_1775,italy
Italian1_1779,italy
Italian1_1811,italy
Italian1_1822,italy
Italian1_1826,belgium
Italian1_1829,pioltello
Italian1_1836,italy
Italian1_1848,italy
Italian1_1879,italy
Italian1_1896,italy
Italian1_1898,italy
Italian1_1910,italy
Italian1_1917,italy
Italian1_1920,italy
Italian1_1938,italy
Italian1_1947,italy
Italian1_1949,italy
Italian1_1962,italy
Italian1_1968,torre boldone
Italian1_1977,italy
Italian1_1993,italy
Italian1_1995,predore
Italian1_2000,italy
Italian1_2002,italy
Italian1_2003,italy
Italian1_2009,italy
Italian1_2012,italy
Italian1_2015,italy
Italian1_2019,italy
Italian1_2022,italy
Italian1_2042,italy
Italian1_2046,italy
Italian1_2047,italy
Italian1_2054,italy
Italian1_2056,italy
Italian1_2057,italy
Italian1_2060,italy
Italian1_2072,italy
Italian1_2077,pontoglio
Italian1_2078,italy
Italian1_2081,italy
Italian1_2099,italy
Italian1_2119,italy
Italian1_2120,italy
Italian1_2126,italy
Italian1_2132,italy
Italian1_2135,italy
Italian1_2140,italy
Italian1_2173,italy
Italian1_2175,italy
Italian1_2178,italy
Italian1_2180,italy
Italian1_2190,predore
Italian1_2196,italy
Italian1_2204,italy
Italian1_2219,italy
Italian1_2228,italy
Italian1_2232,italy
Italian1_2235,montello
Italian1_2245,italy
Italian1_2246,italy
Italian1_2251,italy
Italian1_2260,italy
Italian1_2261,italy
Italian1_2271,italy
Italian1_2274,italy
Italian1_2277,italy
Italian1_2288,italy
Italian1_2289,italy
Italian1_2291,italy
Italian1_2293,italy
Italian1_2295,italy
Italian1_2298,italy
Italian1_2324,italy
Italian1_2326,italy
Italian1_2330,fornovo san giovanni
Italian1_2331,italy
Italian1_2335,italy
Italian1_2350,verdello
Italian1_2351,italy
Italian1_2379,italy
Italian1_2386,italy
Italian1_2388,italy
Italian1_2394,italy
Italian1_2403,italy
Italian1_2406,italy
Italian1_2427,italy
Italian1_2430,italy
Italian1_2432,italy
Italian1_2438,italy
Italian1_2442,italy
Italian1_2447,italy
Italian1_2454,italy
Italian1_2471,italy
Italian1_2474,italy
Italian1_2475,capriate san gervasio
Italian1_2476,italy
Italian1_2484,italy
Italian1_2489,italy
Italian1_2490,italy
Italian1_2499,vilminore di scalve
Italian1_2507,dalmine
Italian1_2512,italy
Italian1_2517,italy
Italian1_2534,italy
Italian1_2535,italy
Italian1_2537,italy
Italian1_2541,italy
Italian1_2558,costa volpino
Italian1_2559,italy
Italian1_2561,italy
Italian1_2565,pontirolo nuovo
Italian1_2566,italy
Italian1_2569,italy
Italian1_2575,italy
Italian1_2602,italy
Italian1_2632,italy
Italian1_2634,italy
Italian1_2638,italy
Italian1_2654,italy
Italian1_2658,italy
Italian1_2659,italy
Italian1_2664,italy
Italian1_2670,italy
Italian1_2673,italy
Italian1_2678,italy
Italian1_2680,italy
Italian1_2685,italy
Italian1_2695,italy
Italian1_2709,italy
Italian1_2715,italy
Italian1_2719,italy
Italian1_2729,italy
Italian1_2730,italy
Italian1_2731,leffe (bg)
Italian1_2740,italy
Italian1_2744,italy
Italian1_2747,italy
Italian1_2751,italy
Italian1_2754,italy
Italian1_2757,italy
Italian1_2759,italy
Italian1_2761,italy
Italian1_2763,italy
Italian1_2764,palazzago
Italian1_2765,italy
Italian1_2773,italy
Italian1_2774,italy
Italian1_2776,italy
Italian1_2780,italy
Italian1_2781,italy
Italian1_2785,gorle (bg)
Italian1_2797,italy
Italian1_2799,italy
Italian1_2807,italy
Italian1_2809,villa d'almè
Italian1_2819,italy
Italian1_2823,italy
Italian1_2826,italy
Italian1_2829,italy
Italian1_2831,italy
Italian1_2832,italy
Italian1_2844,madone
Italian1_2851,italy
Italian1_2855,italy
Italian1_2859,italy
Italian1_2866,italy
Italian1_2867,italy
Italian1_2869,italy
Italian1_2883,italy
Italian1_2903,italoa
Italian1_2908,italy
Italian1_2912,italy
Italian1_2927,italy
Italian1_2928,italy
Italian1_2934,italy
Italian1_2936,italy
Italian1_2938,italy
Italian1_2952,italy
Italian1_2968,italy
Italian1_2970,italy
Italian1_2973,italy
Italian1_2974,italy
Italian1_3009,italy
Italian1_3023,italy
Italian1_3030,italy
Italian1_3052,italy
Italian1_3057,italy
Italian1_3058,italy
Italian1_3062,italy
Italian1_3068,italy
Italian1_3074,mozzo
Italian1_3075,italy
Italian1_3078,italy
Italian1_3095,italy
Italian1_3096,italy
Italian1_3099,italy
Italian1_3109,italy
Italian1_3117,italy
Italian1_3124,italy
Italian1_3128,italy
Italian1_3135,italy
Italian1_3142,italy
Italian1_3150,branzi
Italian1_3168,italy
Italian1_3185,italy
Italian1_3187,italy
Italian1_3194,italy
Italian1_3198,italy
Italian1_3199,italy
Italian1_3200,italy
Italian1_3204,albino
Italian1_3208,italy
Italian1_3213,italy
Italian1_3215,italy
Italian1_3218,italy
Italian1_3223,italy
Italian1_3224,italy
Italian1_3226,italy
Italian1_3232,italy
Italian1_3234,italy
Italian1_3238,italy
Italian1_3243,italy
Italian1_3247,italy
Italian1_3248,italy
Italian1_3249,italy
Italian1_3250,italy
Italian1_3259,italy
Italian1_3261,italy
Italian1_3262,italy
Italian1_3274,italy
Italian1_3293,italy
Italian1_3297,italy
Italian1_3300,italy
Italian1_3302,montello
Italian1_3320,italy
Italian1_3321,italy
Italian1_3331,italy
Italian1_3332,italy
Italian1_3335,italy
Italian1_3340,italy
Italian1_3343,val brembilla
Italian1_3345,italy
Italian1_3352,italy
Italian1_3374,seriate
Italian1_3384,italy
Italian1_3387,italy
Italian1_3390,italy
Italian1_3392,italy
Italian1_3397,filago
Italian1_3400,italy
Italian1_3410,seriate
Italian1_3415,italy
Italian1_3431,italy
Italian1_3437,italy
Italian1_3450,italy
Italian1_3461,italy
Italian1_3463,italy
Italian1_3464,italy
Italian1_3470,italy
Italian1_3471,italy
Italian1_3478,italy
Italian1_3481,italy
Italian1_3482,calvenzano
Italian1_3484,italy
Italian1_3517,italy
Italian1_3537,italy
Italian1_3554,italy
Italian1_3561,italy
Italian1_3581,italy
Italian1_3589,italy
Italian1_3607,italy
Italian1_3616,italy
Italian1_3617,italy
Italian1_3619,italy
Italian1_3644,italy
Italian1_3647,soridole
Italian1_3649,italy
Italian1_3650,italy
Italian1_3663,italy
Italian1_3669,italy
Italian1_3672,ranzanico
Italian1_3678,italy
Italian1_3679,italy
Italian1_3683,italy
Italian1_3694,italy
Italian1_3699,italy
Italian1_3702,italy
Italian1_3706,italy
Italian1_3708,italy
Italian1_3714,italy
Italian1_3715,italy
Italian1_3733,italy
Italian1_3734,italy
Italian1_3735,italy
Italian1_3746,italy
Italian1_3752,italy
Italian1_3761,italy
Italian1_3769,italy
Italian1_3770,italy
Italian1_3783,italy
Italian1_3784,italy
Italian1_3791,italy
Italian1_3797,italy
Italian1_3801,italy
Italian1_3826,italy
Italian1_3841,italy
Italian1_3846,italy
Italian1_3850,italy
Italian1_3860,italy
Italian1_3867,italy
Italian1_3870,italy
Italian1_3876,italy
Italian1_3879,italy
Italian1_3893,italy
Italian1_3897,italy
Italian1_3904,italy
Italian1_3914,italy
Italian1_3917,italy
Italian1_3924,italy
Italian1_3926,italy
Italian1_3928,italy
Italian1_3933,italy
Italian1_3935,italy
Italian1_3945,italy
Italian1_3953,italy
Italian1_3959,italy
Italian1_3965,italy
Italian1_3972,italy
Italian1_3973,italy
Italian1_3975,ardesio
Italian1_3979,italy
Italian1_3982,italy
Italian1_3990,italy
Italian1_3995,italy
Italian1_3998,italy
Italian1_4000,italy
Italian1_4010,italy
Italian1_4016,italy
Italian1_4023,italy
Italian1_4024,italy
Italian1_4027,italy
Italian1_4030,italy
Italian1_4035,italy
Italian1_4056,italy
Italian1_4067,italy
Italian1_4068,italy
Italian1_4072,italy
Italian1_4074,italy
Italian1_4086,italy
Italian1_4088,italy
Italian1_4089,italy
Italian1_4095,calusco d'adda
Italian1_4115,italy
Italian1_4127,italy
Italian1_4147,italy
Italian1_4154,italy
Italian1_4155,italy
Italian1_4166,italiq
Italian1_4170,italy
Italian1_4174,italy
Italian1_4196,italy
Italian1_4199,italy
Italian1_4201,italy
Italian1_4208,italy
Italian1_4216,italy
Italian1_4217,italy
Italian1_4236,italy
Italian1_4246,italy
Italian1_4251,italy
Italian1_4255,italy
Italian1_4257,italy
Italian1_4262,italy
Italian1_4268,italy
Italian1_4269,italy
Italian1_4275,italy
Italian1_4301,italy
Italian1_4307,italy
Italian1_4316,italy
Italian1_4320,italy
Italian1_4327,italy
Italian1_4332,italy
Italian1_4337,italy
Italian1_4338,italy
Italian1_4343,italy
Italian1_4349,italy
Italian1_4355,italy
Italian1_4357,italy
Italian1_4368,italy
Italian1_4376,italy
Italian1_4380,italy
Italian1_4381,dalmine
Italian1_4396,italy
Italian1_4403,italy
Italian1_4404,gazzaniga
Italian1_4426,italy
Italian1_4434,ponteranica
Italian1_4440,treviglio
Italian1_4458,italy
Italian1_4467,italy
Italian1_4480,italy
Italian1_4484,italy
Italian1_4489,italy
Italian1_4493,italy
